               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.033034,            0.010772,            0.016371,             0.85695,             0.98586,               0.995,              0.6917,            0.027452,           0.0079038,            0.008503,            0.005116,            0.005116,            0.005116
                 150,            0.030299,            0.011662,            0.014031,             0.90603,             0.98987,               0.995,             0.75085,            0.024727,           0.0069328,           0.0062406,            0.005083,            0.005083,            0.005083
                 151,            0.030456,            0.011878,            0.012752,             0.90879,             0.97725,               0.995,             0.71148,            0.024828,            0.006774,           0.0063329,             0.00505,             0.00505,             0.00505
                 152,            0.030774,             0.01038,            0.012071,             0.91358,             0.98222,               0.995,             0.70464,            0.024664,           0.0067418,           0.0062699,            0.005017,            0.005017,            0.005017
                 153,            0.030862,             0.01158,            0.014775,             0.89883,             0.99209,               0.995,             0.68746,            0.024979,           0.0067232,           0.0066469,            0.004984,            0.004984,            0.004984
                 154,            0.031455,            0.010704,            0.013337,             0.91826,                   1,               0.995,             0.70033,            0.023371,           0.0066942,           0.0060353,            0.004951,            0.004951,            0.004951
                 155,            0.029201,            0.011032,            0.013352,             0.83177,             0.98171,               0.995,             0.70698,             0.02649,           0.0072616,            0.009171,            0.004918,            0.004918,            0.004918
                 156,            0.032195,            0.011527,             0.01523,              0.8902,             0.98507,               0.995,             0.64779,            0.026052,           0.0067547,           0.0058537,            0.004885,            0.004885,            0.004885
                 157,            0.029927,            0.010713,            0.014029,             0.94295,             0.99123,               0.995,             0.65708,            0.025576,           0.0071294,           0.0056999,            0.004852,            0.004852,            0.004852
                 158,            0.028864,            0.011587,            0.012081,             0.74096,             0.73778,             0.85559,             0.40612,            0.043816,             0.01355,            0.017289,            0.004819,            0.004819,            0.004819
                 159,            0.031232,            0.011338,            0.014068,             0.94776,                   1,               0.995,             0.66681,             0.02467,           0.0065935,           0.0055919,            0.004786,            0.004786,            0.004786
                 160,            0.031442,             0.01047,            0.015171,             0.94959,                   1,               0.995,             0.65147,            0.027521,           0.0068377,           0.0052478,            0.004753,            0.004753,            0.004753
                 161,            0.031995,            0.011534,             0.01428,             0.91405,             0.97025,             0.97289,             0.62386,            0.027093,           0.0070472,           0.0090008,             0.00472,             0.00472,             0.00472
                 162,            0.029546,            0.010553,            0.013454,             0.93139,             0.92608,               0.995,             0.66616,            0.028547,           0.0068884,           0.0081196,            0.004687,            0.004687,            0.004687
                 163,             0.02978,             0.01167,            0.012035,             0.92321,                   1,               0.995,             0.69442,            0.025419,           0.0068756,           0.0061655,            0.004654,            0.004654,            0.004654
                 164,            0.028451,            0.012073,            0.012633,             0.89554,                   1,             0.98389,              0.6578,             0.02865,           0.0072704,           0.0062399,            0.004621,            0.004621,            0.004621
                 165,            0.031249,            0.012057,             0.01275,             0.93647,                   1,               0.995,             0.68914,            0.025745,           0.0077846,           0.0048788,            0.004588,            0.004588,            0.004588
                 166,            0.030233,            0.011377,            0.011087,             0.94416,                   1,               0.995,              0.6522,            0.029132,           0.0072608,           0.0047472,            0.004555,            0.004555,            0.004555
                 167,             0.02971,            0.010423,             0.01146,             0.93712,                   1,               0.995,             0.71408,            0.026284,            0.006932,           0.0044979,            0.004522,            0.004522,            0.004522
                 168,             0.02892,            0.011177,            0.011682,             0.92565,                   1,               0.995,             0.69016,             0.02531,           0.0067732,           0.0045265,            0.004489,            0.004489,            0.004489
                 169,            0.030498,            0.011151,            0.012025,              0.9281,                   1,               0.995,             0.70887,            0.025316,           0.0065701,           0.0045762,            0.004456,            0.004456,            0.004456
                 170,            0.029929,            0.011778,            0.011792,             0.92852,                   1,               0.995,             0.70039,            0.027017,             0.00655,           0.0045297,            0.004423,            0.004423,            0.004423
                 171,            0.029095,             0.01131,             0.01289,             0.93783,                   1,               0.995,             0.68073,            0.025321,           0.0067587,           0.0046445,             0.00439,             0.00439,             0.00439
                 172,             0.03181,            0.011579,             0.01462,             0.92863,                   1,               0.995,             0.70968,            0.024308,           0.0069956,           0.0046556,            0.004357,            0.004357,            0.004357
                 173,            0.030219,             0.01132,            0.012178,             0.95109,                   1,               0.995,              0.7022,            0.023964,           0.0066394,           0.0047432,            0.004324,            0.004324,            0.004324
                 174,            0.030201,            0.010788,            0.012473,              0.9513,                   1,               0.995,             0.68707,            0.024445,           0.0064678,           0.0047135,            0.004291,            0.004291,            0.004291
                 175,            0.030518,            0.012099,            0.012098,             0.94296,                   1,               0.995,             0.67696,            0.025626,            0.006496,           0.0044478,            0.004258,            0.004258,            0.004258
                 176,            0.029528,            0.010437,            0.012233,             0.94785,                   1,               0.995,             0.69035,            0.024857,           0.0064678,           0.0042272,            0.004225,            0.004225,            0.004225
                 177,            0.028899,             0.01075,            0.010773,              0.9335,                   1,               0.995,             0.73987,            0.022622,           0.0063679,           0.0047235,            0.004192,            0.004192,            0.004192
                 178,            0.027634,            0.010391,            0.012917,             0.94355,                   1,               0.995,              0.7059,            0.024285,           0.0064138,            0.004141,            0.004159,            0.004159,            0.004159
                 179,            0.030438,            0.011261,            0.012359,             0.95676,             0.99716,               0.995,             0.72482,            0.023754,           0.0063582,           0.0040601,            0.004126,            0.004126,            0.004126
                 180,            0.029143,            0.010102,            0.011496,              0.9608,             0.99813,               0.995,             0.75455,            0.023377,            0.006666,           0.0039139,            0.004093,            0.004093,            0.004093
                 181,            0.028233,            0.010897,           0.0099065,             0.94837,                   1,               0.995,             0.74295,            0.023726,           0.0071447,           0.0041345,             0.00406,             0.00406,             0.00406
                 182,            0.027968,           0.0099916,            0.011018,             0.93018,                   1,               0.995,             0.72993,            0.024372,           0.0073663,           0.0040698,            0.004027,            0.004027,            0.004027
                 183,            0.027875,               0.011,            0.010711,             0.93505,                   1,               0.995,             0.69639,             0.02655,           0.0065895,           0.0036771,            0.003994,            0.003994,            0.003994
                 184,            0.028829,            0.010309,            0.010731,             0.95299,                   1,               0.995,             0.76638,            0.022809,           0.0062945,           0.0040222,            0.003961,            0.003961,            0.003961
                 185,            0.027635,           0.0097594,            0.011417,             0.95437,                   1,               0.995,             0.76634,            0.021302,           0.0061672,           0.0037962,            0.003928,            0.003928,            0.003928
                 186,            0.027924,            0.011746,            0.010982,             0.95114,                   1,               0.995,             0.73883,            0.024682,           0.0063002,           0.0038141,            0.003895,            0.003895,            0.003895
                 187,            0.028261,            0.010581,            0.010201,             0.94704,                   1,               0.995,             0.71174,            0.024365,           0.0063026,           0.0037733,            0.003862,            0.003862,            0.003862
                 188,             0.02786,           0.0090423,            0.011335,             0.95664,                   1,               0.995,             0.75643,            0.022675,           0.0061559,           0.0037436,            0.003829,            0.003829,            0.003829
                 189,            0.028475,            0.010177,            0.011324,             0.96072,                   1,               0.995,             0.75149,            0.022947,           0.0061978,           0.0036732,            0.003796,            0.003796,            0.003796
                 190,             0.02584,            0.010128,           0.0098569,             0.86836,                   1,               0.995,             0.69505,            0.024393,           0.0063961,            0.004411,            0.003763,            0.003763,            0.003763
                 191,            0.027295,            0.010406,           0.0099578,             0.91517,             0.91212,               0.995,             0.72321,            0.024986,           0.0069731,           0.0071397,             0.00373,             0.00373,             0.00373
                 192,            0.027163,            0.010266,           0.0095486,             0.95167,             0.91229,               0.995,              0.6901,            0.024055,           0.0065411,           0.0052865,            0.003697,            0.003697,            0.003697
                 193,             0.02624,            0.011269,            0.010402,             0.95787,             0.92604,               0.995,             0.68138,              0.0269,           0.0065508,           0.0046095,            0.003664,            0.003664,            0.003664
                 194,            0.026479,            0.011254,           0.0083848,             0.95347,             0.93333,               0.995,             0.66746,            0.026099,           0.0066556,           0.0046613,            0.003631,            0.003631,            0.003631
                 195,            0.026407,            0.010353,           0.0087754,             0.95334,                   1,               0.995,             0.71339,            0.024746,           0.0063179,           0.0031822,            0.003598,            0.003598,            0.003598
                 196,             0.02709,            0.010753,           0.0098183,             0.94342,                   1,               0.995,             0.74762,            0.024061,           0.0062865,           0.0031432,            0.003565,            0.003565,            0.003565
                 197,            0.027102,           0.0099993,            0.010668,             0.95584,                   1,               0.995,             0.76942,            0.024581,           0.0065339,           0.0033184,            0.003532,            0.003532,            0.003532
                 198,            0.026087,           0.0096163,           0.0091258,             0.95424,                   1,               0.995,             0.73378,            0.024373,           0.0068699,           0.0035548,            0.003499,            0.003499,            0.003499
                 199,            0.027033,            0.010629,            0.009728,              0.9551,                   1,               0.995,             0.72476,            0.024191,           0.0066564,           0.0037851,            0.003466,            0.003466,            0.003466
                 200,            0.026181,           0.0099547,           0.0083751,             0.95736,                   1,               0.995,             0.74988,            0.023197,           0.0063284,           0.0033013,            0.003433,            0.003433,            0.003433
                 201,            0.027096,            0.011409,           0.0099016,             0.89108,             0.99678,               0.995,             0.72388,            0.024722,           0.0065202,            0.004524,              0.0034,              0.0034,              0.0034
                 202,            0.026811,            0.010165,           0.0084278,             0.94785,                   1,               0.995,             0.75496,            0.023197,           0.0062309,           0.0032759,            0.003367,            0.003367,            0.003367
                 203,            0.027343,           0.0092846,            0.009649,             0.95382,                   1,               0.995,             0.79137,            0.021658,           0.0060834,            0.003087,            0.003334,            0.003334,            0.003334
                 204,            0.025232,            0.010891,           0.0082569,             0.95646,                   1,               0.995,             0.75012,             0.02227,           0.0061124,           0.0031114,            0.003301,            0.003301,            0.003301
                 205,             0.02713,            0.010665,            0.010186,             0.96031,                   1,               0.995,              0.7345,            0.022995,           0.0064057,           0.0030173,            0.003268,            0.003268,            0.003268
                 206,            0.026901,            0.010705,           0.0095426,              0.9612,                   1,               0.995,             0.71664,            0.024087,           0.0064541,           0.0031124,            0.003235,            0.003235,            0.003235
                 207,            0.026696,            0.010251,            0.010158,             0.96471,                   1,               0.995,             0.74761,            0.023604,            0.006164,            0.003087,            0.003202,            0.003202,            0.003202
                 208,            0.026559,            0.010528,            0.011114,             0.96742,                   1,               0.995,             0.78962,            0.022554,           0.0060487,           0.0028557,            0.003169,            0.003169,            0.003169
                 209,            0.026379,            0.010249,            0.010814,             0.96952,                   1,               0.995,             0.76141,            0.022245,           0.0060479,           0.0027208,            0.003136,            0.003136,            0.003136
                 210,            0.024409,           0.0097648,           0.0096347,             0.95527,                   1,               0.995,             0.73058,             0.02236,           0.0061632,           0.0029079,            0.003103,            0.003103,            0.003103
                 211,            0.025913,            0.010007,           0.0090862,             0.91101,                   1,               0.995,             0.75157,            0.021917,           0.0060479,            0.003317,             0.00307,             0.00307,             0.00307
                 212,            0.025451,            0.010224,           0.0099503,             0.96672,                   1,               0.995,             0.77307,            0.021282,           0.0058578,           0.0027208,            0.003037,            0.003037,            0.003037
                 213,            0.025434,             0.00946,           0.0095428,             0.96822,                   1,               0.995,             0.75642,            0.020643,           0.0060262,           0.0027587,            0.003004,            0.003004,            0.003004
                 214,            0.024399,           0.0098659,           0.0080474,             0.95119,                   1,               0.995,              0.7662,            0.021306,           0.0072688,           0.0027333,            0.002971,            0.002971,            0.002971
                 215,            0.024684,           0.0092237,           0.0076098,             0.92377,                   1,               0.995,             0.73359,            0.021949,             0.00936,           0.0028077,            0.002938,            0.002938,            0.002938
                 216,            0.024137,           0.0097069,           0.0074342,             0.95215,                   1,               0.995,             0.73347,              0.0226,           0.0071649,             0.00266,            0.002905,            0.002905,            0.002905
                 217,            0.025281,            0.010321,           0.0076162,             0.96316,                   1,               0.995,             0.77296,            0.020736,           0.0062575,           0.0025445,            0.002872,            0.002872,            0.002872
                 218,            0.025212,            0.010347,           0.0076359,             0.92191,                   1,               0.995,             0.74304,            0.021953,           0.0082874,            0.002984,            0.002839,            0.002839,            0.002839
                 219,            0.024699,           0.0095283,           0.0077566,             0.86769,                   1,               0.995,             0.72074,            0.024039,           0.0076508,           0.0038441,            0.002806,            0.002806,            0.002806
                 220,            0.025425,           0.0097031,           0.0076114,             0.96288,                   1,               0.995,             0.75608,            0.020007,           0.0059907,            0.002248,            0.002773,            0.002773,            0.002773
                 221,            0.025376,            0.010357,           0.0083972,             0.95822,                   1,               0.995,             0.73885,            0.020841,           0.0062123,           0.0022874,             0.00274,             0.00274,             0.00274
                 222,            0.024029,           0.0097621,           0.0067756,             0.95599,                   1,               0.995,             0.78306,            0.020514,           0.0059545,           0.0022972,            0.002707,            0.002707,            0.002707
                 223,            0.024342,             0.01046,           0.0076518,             0.95776,                   1,               0.995,             0.76137,            0.019722,           0.0059061,           0.0023614,            0.002674,            0.002674,            0.002674
                 224,            0.025414,            0.010012,            0.008216,             0.96127,                   1,               0.995,             0.76632,            0.021014,           0.0060125,           0.0025392,            0.002641,            0.002641,            0.002641
                 225,            0.022786,              0.0102,           0.0065173,             0.96698,                   1,               0.995,              0.7351,            0.021348,           0.0061342,           0.0024408,            0.002608,            0.002608,            0.002608
                 226,            0.024146,           0.0094909,           0.0074617,             0.96344,                   1,               0.995,             0.74091,            0.021665,           0.0061035,           0.0023612,            0.002575,            0.002575,            0.002575
                 227,            0.024452,            0.010574,           0.0082868,             0.95997,                   1,               0.995,             0.75156,            0.021106,           0.0061503,           0.0023818,            0.002542,            0.002542,            0.002542
                 228,            0.024229,           0.0097502,           0.0073432,             0.96359,                   1,               0.995,             0.72665,            0.021876,           0.0063026,           0.0023437,            0.002509,            0.002509,            0.002509
                 229,            0.022995,           0.0091585,            0.007627,             0.96799,                   1,               0.995,             0.74658,            0.021333,           0.0064202,           0.0023214,            0.002476,            0.002476,            0.002476
                 230,            0.023664,           0.0098158,           0.0090273,             0.96375,                   1,               0.995,             0.75008,            0.020613,           0.0062276,           0.0021932,            0.002443,            0.002443,            0.002443
                 231,            0.024046,           0.0088887,           0.0071534,             0.95957,                   1,               0.995,             0.77808,            0.020588,            0.005915,           0.0022241,             0.00241,             0.00241,             0.00241
                 232,            0.024033,            0.010832,           0.0069238,              0.9618,                   1,               0.995,             0.76336,            0.020679,           0.0058586,           0.0021976,            0.002377,            0.002377,            0.002377
                 233,            0.024347,            0.010209,           0.0081554,             0.96026,                   1,               0.995,             0.75981,            0.021299,           0.0059367,           0.0023979,            0.002344,            0.002344,            0.002344
                 234,             0.02316,           0.0095451,            0.007169,              0.9621,                   1,               0.995,             0.74822,            0.022241,           0.0059794,           0.0022593,            0.002311,            0.002311,            0.002311
                 235,            0.024889,           0.0094087,           0.0067444,             0.96324,                   1,               0.995,             0.74997,            0.021588,           0.0058779,           0.0022069,            0.002278,            0.002278,            0.002278
                 236,            0.024904,           0.0093966,           0.0080391,             0.96081,                   1,               0.995,              0.7665,            0.020799,           0.0057699,           0.0022713,            0.002245,            0.002245,            0.002245
                 237,            0.023426,           0.0095868,           0.0073162,             0.96161,                   1,               0.995,             0.77946,            0.020375,            0.005695,           0.0023376,            0.002212,            0.002212,            0.002212
                 238,            0.025749,           0.0093909,           0.0071854,             0.96106,                   1,               0.995,             0.77145,            0.020189,           0.0057216,           0.0023239,            0.002179,            0.002179,            0.002179
                 239,            0.022808,            0.009818,           0.0074971,             0.96555,                   1,               0.995,             0.78802,            0.019359,           0.0056732,           0.0022784,            0.002146,            0.002146,            0.002146
                 240,            0.022202,            0.010122,           0.0072136,             0.96409,                   1,               0.995,             0.74827,            0.020138,           0.0058892,           0.0021735,            0.002113,            0.002113,            0.002113
                 241,            0.022854,           0.0094912,           0.0061281,             0.96208,                   1,               0.995,             0.74492,            0.019422,           0.0058819,           0.0021062,             0.00208,             0.00208,             0.00208
                 242,            0.022403,           0.0097051,           0.0070864,             0.95894,                   1,               0.995,             0.73662,            0.020693,           0.0060882,           0.0021476,            0.002047,            0.002047,            0.002047
                 243,            0.022524,           0.0094508,           0.0069996,             0.95908,                   1,               0.995,             0.75495,            0.020565,           0.0060907,           0.0020914,            0.002014,            0.002014,            0.002014
                 244,            0.022159,            0.009641,           0.0068071,               0.962,                   1,               0.995,             0.72878,            0.021256,           0.0059335,           0.0018924,            0.001981,            0.001981,            0.001981
                 245,            0.022478,           0.0086891,           0.0063344,             0.95979,                   1,               0.995,             0.76818,             0.02119,           0.0059585,           0.0019256,            0.001948,            0.001948,            0.001948
                 246,            0.022438,            0.010997,           0.0080161,             0.95079,                   1,               0.995,             0.75464,            0.021966,           0.0061656,           0.0020918,            0.001915,            0.001915,            0.001915
                 247,            0.022108,           0.0094887,           0.0075771,             0.95653,                   1,               0.995,             0.76964,            0.021214,           0.0060262,           0.0020145,            0.001882,            0.001882,            0.001882
                 248,            0.020987,            0.009533,            0.006629,             0.96543,                   1,               0.995,             0.77985,            0.019595,           0.0057312,            0.001771,            0.001849,            0.001849,            0.001849
                 249,             0.02156,            0.010035,           0.0060235,             0.96664,                   1,               0.995,             0.75336,            0.019345,            0.005778,           0.0017468,            0.001816,            0.001816,            0.001816
                 250,            0.022824,            0.010957,           0.0069083,              0.9627,                   1,               0.995,             0.75187,            0.019916,           0.0058545,           0.0018296,            0.001783,            0.001783,            0.001783
                 251,            0.022887,           0.0094659,           0.0081706,             0.96337,                   1,               0.995,             0.74008,            0.020057,           0.0058586,           0.0018373,             0.00175,             0.00175,             0.00175
                 252,            0.022292,           0.0092298,           0.0072775,             0.96342,                   1,               0.995,             0.74003,            0.021175,           0.0059246,           0.0018107,            0.001717,            0.001717,            0.001717
                 253,            0.021776,           0.0092868,           0.0057428,             0.96489,                   1,               0.995,             0.75821,            0.019581,           0.0058545,           0.0018176,            0.001684,            0.001684,            0.001684
                 254,            0.022499,           0.0090705,           0.0076154,             0.96804,                   1,               0.995,             0.79465,            0.019088,           0.0057264,           0.0017855,            0.001651,            0.001651,            0.001651
                 255,            0.021204,           0.0091776,           0.0067718,             0.96835,                   1,               0.995,             0.77341,            0.019391,           0.0057095,           0.0017676,            0.001618,            0.001618,            0.001618
                 256,            0.022048,           0.0096749,           0.0072802,             0.96849,                   1,               0.995,              0.7731,            0.019129,           0.0057143,           0.0017363,            0.001585,            0.001585,            0.001585
                 257,            0.021222,           0.0089968,           0.0071952,             0.96736,                   1,               0.995,             0.77312,            0.019187,           0.0057183,           0.0017329,            0.001552,            0.001552,            0.001552
                 258,            0.022176,           0.0091883,            0.007148,             0.96692,                   1,               0.995,             0.78648,            0.019391,           0.0056974,           0.0017293,            0.001519,            0.001519,            0.001519
                 259,            0.021734,           0.0088581,           0.0070577,             0.96821,                   1,               0.995,             0.78649,            0.019426,            0.005724,           0.0017148,            0.001486,            0.001486,            0.001486
                 260,            0.021659,           0.0090735,           0.0065382,             0.96836,                   1,               0.995,              0.7732,            0.019294,           0.0057014,           0.0016989,            0.001453,            0.001453,            0.001453
                 261,            0.020613,           0.0093565,           0.0065041,             0.96967,                   1,               0.995,             0.76492,            0.018949,           0.0056982,           0.0017431,             0.00142,             0.00142,             0.00142
                 262,             0.02141,           0.0090943,           0.0066421,             0.96776,                   1,               0.995,             0.76496,            0.019066,           0.0057135,           0.0017134,            0.001387,            0.001387,            0.001387
                 263,            0.019391,           0.0087375,           0.0049047,             0.96485,                   1,               0.995,             0.76812,              0.0187,            0.005641,           0.0017046,            0.001354,            0.001354,            0.001354
                 264,            0.020939,            0.009932,           0.0057998,             0.96312,                   1,               0.995,             0.77137,             0.01873,           0.0056289,            0.001646,            0.001321,            0.001321,            0.001321
                 265,            0.020281,            0.009003,           0.0055295,              0.9644,                   1,               0.995,             0.78475,            0.018814,           0.0056249,           0.0016247,            0.001288,            0.001288,            0.001288
                 266,            0.020633,           0.0099483,             0.00539,             0.96526,                   1,               0.995,             0.80122,            0.018016,           0.0056507,           0.0016099,            0.001255,            0.001255,            0.001255
                 267,            0.020417,            0.008822,           0.0061907,             0.96711,                   1,               0.995,             0.78467,            0.017909,           0.0056281,           0.0015517,            0.001222,            0.001222,            0.001222
                 268,            0.020504,           0.0092411,           0.0059743,             0.96888,                   1,               0.995,             0.76467,            0.018474,           0.0057111,           0.0015501,            0.001189,            0.001189,            0.001189
                 269,            0.020488,           0.0094301,           0.0060621,              0.9679,                   1,               0.995,             0.78302,            0.019482,           0.0058948,           0.0015666,            0.001156,            0.001156,            0.001156
                 270,            0.022141,           0.0099521,           0.0070799,             0.96606,                   1,               0.995,             0.77807,            0.019903,           0.0059665,           0.0015795,            0.001123,            0.001123,            0.001123
                 271,            0.021154,           0.0089859,            0.008101,             0.96614,                   1,               0.995,             0.78312,            0.019741,           0.0058642,           0.0015501,             0.00109,             0.00109,             0.00109
                 272,            0.020537,           0.0091683,           0.0057975,             0.96773,                   1,               0.995,             0.79302,            0.019275,           0.0057143,           0.0014863,            0.001057,            0.001057,            0.001057
                 273,            0.021167,           0.0095081,           0.0057882,             0.96813,                   1,               0.995,               0.788,            0.018796,           0.0056345,           0.0014609,            0.001024,            0.001024,            0.001024
                 274,            0.020984,           0.0090423,           0.0070559,             0.96919,                   1,               0.995,             0.79632,            0.018137,           0.0055846,           0.0014613,            0.000991,            0.000991,            0.000991
                 275,            0.020643,           0.0093881,           0.0071427,             0.96955,                   1,               0.995,             0.81297,            0.018047,            0.005562,           0.0014643,            0.000958,            0.000958,            0.000958
                 276,            0.020691,           0.0093944,           0.0060559,             0.97015,                   1,               0.995,             0.80025,            0.017968,           0.0055846,           0.0014382,            0.000925,            0.000925,            0.000925
                 277,            0.019873,           0.0089537,           0.0053711,             0.97011,                   1,               0.995,             0.77551,            0.018739,           0.0057329,           0.0014099,            0.000892,            0.000892,            0.000892
                 278,            0.021173,           0.0099532,           0.0055321,             0.96885,                   1,               0.995,             0.76509,            0.020106,           0.0058489,            0.001403,            0.000859,            0.000859,            0.000859
                 279,            0.019538,           0.0090196,           0.0051473,             0.96854,                   1,               0.995,             0.78636,            0.019042,           0.0058844,            0.001415,            0.000826,            0.000826,            0.000826
                 280,            0.020227,            0.008833,           0.0054658,              0.9688,                   1,               0.995,             0.76803,            0.018859,            0.005915,           0.0014246,            0.000793,            0.000793,            0.000793
                 281,             0.01961,           0.0080299,           0.0060738,             0.96824,                   1,               0.995,              0.7647,            0.019331,           0.0059682,           0.0013996,             0.00076,             0.00076,             0.00076
                 282,            0.020114,           0.0082247,            0.005273,             0.96879,                   1,               0.995,             0.78297,            0.019091,           0.0059101,           0.0013654,            0.000727,            0.000727,            0.000727
                 283,            0.018953,           0.0092014,           0.0056921,             0.97013,                   1,               0.995,             0.78964,            0.018472,           0.0058005,           0.0013043,            0.000694,            0.000694,            0.000694
                 284,            0.019412,           0.0094217,           0.0050564,             0.96922,                   1,               0.995,             0.81121,            0.017923,           0.0056772,           0.0012751,            0.000661,            0.000661,            0.000661
                 285,            0.020527,           0.0093075,           0.0058183,              0.9687,                   1,               0.995,             0.80135,            0.018314,           0.0056627,            0.001256,            0.000628,            0.000628,            0.000628
                 286,            0.019617,           0.0088564,            0.005731,             0.96949,                   1,               0.995,             0.79806,            0.018505,           0.0056313,           0.0012283,            0.000595,            0.000595,            0.000595
                 287,            0.018193,           0.0091574,           0.0043738,             0.96953,                   1,               0.995,              0.7963,            0.017878,           0.0055991,           0.0012127,            0.000562,            0.000562,            0.000562
                 288,            0.019775,           0.0084544,           0.0055498,             0.96781,                   1,               0.995,             0.81459,            0.017782,           0.0056015,           0.0012202,            0.000529,            0.000529,            0.000529
                 289,            0.018929,           0.0095934,             0.00565,             0.96391,                   1,               0.995,             0.81445,            0.017424,           0.0057224,           0.0012671,            0.000496,            0.000496,            0.000496
                 290,            0.018796,           0.0089952,           0.0051001,             0.96443,                   1,               0.995,             0.81939,            0.018056,           0.0058537,           0.0013066,            0.000463,            0.000463,            0.000463
                 291,            0.020619,           0.0090049,           0.0064733,             0.95869,                   1,               0.995,             0.80779,            0.018555,           0.0060584,           0.0013622,             0.00043,             0.00043,             0.00043
                 292,            0.020029,           0.0090086,           0.0066816,              0.9671,                   1,               0.995,              0.8062,            0.018099,            0.005869,           0.0012866,            0.000397,            0.000397,            0.000397
                 293,            0.018572,           0.0088945,           0.0051614,             0.96925,                   1,               0.995,             0.81454,            0.017729,           0.0057167,           0.0012324,            0.000364,            0.000364,            0.000364
                 294,             0.01828,           0.0085666,           0.0049866,             0.97139,                   1,               0.995,             0.82955,            0.017642,           0.0056176,           0.0011841,            0.000331,            0.000331,            0.000331
                 295,            0.018665,           0.0084173,            0.004749,             0.97131,                   1,               0.995,             0.81955,            0.017758,           0.0055967,           0.0011836,            0.000298,            0.000298,            0.000298
                 296,               0.019,           0.0090855,           0.0064569,             0.97211,                   1,               0.995,             0.81955,             0.01796,           0.0055967,           0.0012095,            0.000265,            0.000265,            0.000265
                 297,            0.019214,            0.009215,           0.0051849,             0.97266,                   1,               0.995,              0.8178,            0.018109,           0.0056096,           0.0012149,            0.000232,            0.000232,            0.000232
                 298,            0.018608,           0.0088993,           0.0051767,             0.97275,                   1,               0.995,             0.80961,            0.018205,           0.0056241,           0.0012036,            0.000199,            0.000199,            0.000199
                 299,            0.017667,           0.0086976,           0.0046322,             0.97218,                   1,               0.995,             0.80955,            0.018115,           0.0056063,           0.0011975,            0.000166,            0.000166,            0.000166
